repo_completo,numero_pr,titulo,autora,status,url,criado_em,merged_em,closed_em,changed_files,additions,deletions,loc_total,tempo_analise_horas,tempo_analise_dias,descricao_tamanho_chars,total_comentarios,numero_reviews,num_participantes
Anduin2017/HowToCook,1606,蒸水蛋=鸡蛋糕,joejztang,MERGED,https://github.com/Anduin2017/HowToCook/pull/1606,2025-06-03T20:27:26Z,2025-07-01T15:45:16Z,2025-07-01T15:45:16Z,1,1,1,2,667.2972,27.8041,397,0,1,2
Anduin2017/HowToCook,1634,Add recipe: 酒酿的做法,FionaHU1226,MERGED,https://github.com/Anduin2017/HowToCook/pull/1634,2025-06-28T13:10:34Z,2025-06-28T15:21:42Z,2025-06-28T15:21:42Z,3,55,0,55,2.1856,0.0911,414,1,1,2
Anduin2017/HowToCook,1628,农家一碗香菜谱的错误,xiaoyu777-coder,MERGED,https://github.com/Anduin2017/HowToCook/pull/1628,2025-06-22T12:23:53Z,2025-06-23T03:45:17Z,2025-06-23T03:45:17Z,1,1,1,2,15.3567,0.6399,412,1,1,2
Anduin2017/HowToCook,1626,新增油醋爆蛋,jjtheshy,MERGED,https://github.com/Anduin2017/HowToCook/pull/1626,2025-06-18T13:32:33Z,2025-06-20T04:37:02Z,2025-06-20T04:37:02Z,1,43,0,43,39.0747,1.6281,412,1,1,2
Anduin2017/HowToCook,1549,补充空气炸锅常用食物参数建议,CharlessLi,MERGED,https://github.com/Anduin2017/HowToCook/pull/1549,2025-04-23T12:00:13Z,2025-04-23T13:28:22Z,2025-04-23T13:28:22Z,1,36,0,36,1.4692,0.0612,414,2,1,3
Anduin2017/HowToCook,1623,"Add豉汁蒸白鱔 recipe with detailed ingredients, instructions, and tips",Sintsun,MERGED,https://github.com/Anduin2017/HowToCook/pull/1623,2025-06-14T20:48:25Z,2025-06-15T09:53:29Z,2025-06-15T09:53:29Z,2,87,0,87,13.0844,0.5452,412,0,2,2
Anduin2017/HowToCook,1622,update docker run port,singleswill,MERGED,https://github.com/Anduin2017/HowToCook/pull/1622,2025-06-13T14:13:12Z,2025-06-13T19:19:02Z,2025-06-13T19:19:02Z,1,1,1,2,5.0972,0.2124,412,0,1,2
Anduin2017/HowToCook,1621,修正Dockerfile的警告。使用nginx镜像，方便arm64环境执行。,googollee,MERGED,https://github.com/Anduin2017/HowToCook/pull/1621,2025-06-10T19:43:42Z,2025-06-11T04:59:39Z,2025-06-11T04:59:39Z,1,4,4,8,9.2658,0.3861,412,1,1,2
Anduin2017/HowToCook,1614,Update 鸡蛋羹.md,gay-chicken,MERGED,https://github.com/Anduin2017/HowToCook/pull/1614,2025-06-06T21:05:49Z,2025-06-07T05:10:27Z,2025-06-07T05:10:27Z,1,5,2,7,8.0772,0.3366,436,0,1,2
Anduin2017/HowToCook,1611,updated 电饭煲三文鱼炊饭,kanlo456,MERGED,https://github.com/Anduin2017/HowToCook/pull/1611,2025-06-05T19:36:44Z,2025-06-06T04:43:30Z,2025-06-06T04:43:30Z,2,42,0,42,9.1128,0.3797,412,0,1,2
Anduin2017/HowToCook,1609,fix: 修改反式脂肪酸相关描述,alex3236,MERGED,https://github.com/Anduin2017/HowToCook/pull/1609,2025-06-04T17:12:44Z,2025-06-05T03:48:15Z,2025-06-05T03:48:15Z,1,9,41,50,10.5919,0.4413,615,0,1,2
Anduin2017/HowToCook,1595,fix typo,fishshi,MERGED,https://github.com/Anduin2017/HowToCook/pull/1595,2025-05-19T05:52:06Z,2025-05-19T07:09:38Z,2025-05-19T07:09:38Z,1,2,2,4,1.2922,0.0538,412,1,1,2
Anduin2017/HowToCook,1587,Update manual_lint.js：重构校验脚本为模块化结构，提升可读性与可维护性；使用 path.resolve 统一管理 glob 路径，路径处理更安全。,phyang-zero,MERGED,https://github.com/Anduin2017/HowToCook/pull/1587,2025-05-13T09:12:47Z,2025-05-13T13:49:15Z,2025-05-13T13:49:15Z,1,176,138,314,4.6078,0.192,412,2,1,2
Anduin2017/HowToCook,1588,Create 3 vegetable_dishes,phyang-zero,MERGED,https://github.com/Anduin2017/HowToCook/pull/1588,2025-05-13T09:15:52Z,2025-05-13T13:47:53Z,2025-05-13T13:47:53Z,3,136,0,136,4.5336,0.1889,412,0,1,2
Anduin2017/HowToCook,1586,Create 凉拌豆腐.md,phyang-zero,MERGED,https://github.com/Anduin2017/HowToCook/pull/1586,2025-05-12T02:41:26Z,2025-05-12T06:31:13Z,2025-05-12T06:31:13Z,1,55,0,55,3.8297,0.1596,412,0,1,2
Anduin2017/HowToCook,1583,完成PR1581中提到的合并两篇糖色的相关事项以及修复虎皮肘子,sin1111yi,MERGED,https://github.com/Anduin2017/HowToCook/pull/1583,2025-05-06T13:02:38Z,2025-05-06T14:11:46Z,2025-05-06T14:11:46Z,3,15,7,22,1.1522,0.048,412,0,2,2
Anduin2017/HowToCook,1581,添加虎皮肘子和炒糖色（shai，三声）的方法,sin1111yi,MERGED,https://github.com/Anduin2017/HowToCook/pull/1581,2025-05-05T14:11:26Z,2025-05-06T06:15:55Z,2025-05-06T06:15:55Z,3,151,0,151,16.0747,0.6698,414,2,1,2
Anduin2017/HowToCook,1574,add 蒜蓉空心菜,HydrogenSulfate,MERGED,https://github.com/Anduin2017/HowToCook/pull/1574,2025-05-02T17:10:06Z,2025-05-03T17:51:22Z,2025-05-03T17:51:22Z,2,46,0,46,24.6878,1.0287,412,1,3,2
Anduin2017/HowToCook,1576,添加意式肉酱面,Samuel-233,MERGED,https://github.com/Anduin2017/HowToCook/pull/1576,2025-05-03T01:48:16Z,2025-05-03T04:59:07Z,2025-05-03T04:59:07Z,6,59,1,60,3.1808,0.1325,412,1,1,2
Anduin2017/HowToCook,1572,修改图片,foryond,MERGED,https://github.com/Anduin2017/HowToCook/pull/1572,2025-04-30T04:48:49Z,2025-04-30T08:07:07Z,2025-04-30T08:07:07Z,3,37,1,38,3.305,0.1377,412,0,1,2
Anduin2017/HowToCook,1566,添加python版的mcp插件,DusKing1,MERGED,https://github.com/Anduin2017/HowToCook/pull/1566,2025-04-26T08:29:10Z,2025-04-28T06:13:53Z,2025-04-28T06:13:53Z,1,1,0,1,45.7453,1.9061,412,0,1,2
Anduin2017/HowToCook,1564,Update 食品安全.md （Fix #1260）,TheLittleStone-OvO,MERGED,https://github.com/Anduin2017/HowToCook/pull/1564,2025-04-26T04:23:23Z,2025-04-26T05:46:18Z,2025-04-26T05:46:18Z,1,6,19,25,1.3819,0.0576,412,0,1,2
Anduin2017/HowToCook,1563,Update 懒人蛋挞.md,XiaoluoFoxington,MERGED,https://github.com/Anduin2017/HowToCook/pull/1563,2025-04-26T03:29:20Z,2025-04-26T05:42:56Z,2025-04-26T05:42:56Z,1,1,1,2,2.2267,0.0928,412,2,1,2
Anduin2017/HowToCook,1424,chore: 更新 GitHub Actions 工作流，添加 Docker Buildx 支持并构建多架构 Docker 镜像,lihuacai168,CLOSED,https://github.com/Anduin2017/HowToCook/pull/1424,2025-03-25T17:24:45Z,,2025-04-23T10:25:21Z,1,17,5,22,689.01,28.7087,412,0,1,67
Anduin2017/HowToCook,1403,Create 肉蛋盖饭,little106,CLOSED,https://github.com/Anduin2017/HowToCook/pull/1403,2025-01-10T17:41:25Z,,2025-04-23T10:25:21Z,1,53,0,53,2464.7322,102.6972,413,2,1,72
Anduin2017/HowToCook,1393,Update 老式锅包肉.md,Anduin2017,CLOSED,https://github.com/Anduin2017/HowToCook/pull/1393,2024-11-26T07:21:56Z,,2025-04-23T10:25:21Z,1,2,2,4,3555.0569,148.1274,412,1,2,68
Anduin2017/HowToCook,1385,新增《家庭版红烧肉》做法,li-longjian,CLOSED,https://github.com/Anduin2017/HowToCook/pull/1385,2024-10-06T15:07:41Z,,2025-04-23T10:25:21Z,1,5,6,11,4771.2944,198.8039,464,1,1,69
Anduin2017/HowToCook,1218,添加冬瓜鸡脚汤的做法,zhouyongxiaoqi,CLOSED,https://github.com/Anduin2017/HowToCook/pull/1218,2023-03-03T08:14:17Z,,2025-04-23T10:25:21Z,1,1,1,2,18770.1844,782.091,412,0,6,86
Anduin2017/HowToCook,1074,add summer 冷藏蜂蜜酸奶,ibarryyan,CLOSED,https://github.com/Anduin2017/HowToCook/pull/1074,2022-07-09T09:24:41Z,,2025-04-23T10:25:21Z,0,0,0,0,24457.0111,1019.0421,412,0,1,92
Anduin2017/HowToCook,545,添加鸡蛋豆腐菜单，重点是补肾大补超级补！！！,531431988,CLOSED,https://github.com/Anduin2017/HowToCook/pull/545,2022-02-28T02:08:17Z,,2025-04-23T10:25:22Z,0,0,0,0,27608.2847,1150.3452,778,2,3,64
Anduin2017/HowToCook,426,Feature: 滑蛋牛肉,indianmifan,CLOSED,https://github.com/Anduin2017/HowToCook/pull/426,2022-02-23T12:40:43Z,,2025-04-23T10:25:22Z,0,0,0,0,27717.7442,1154.906,459,0,1,47
Anduin2017/HowToCook,339,煮饺子要添水捏～,Misaka17032,CLOSED,https://github.com/Anduin2017/HowToCook/pull/339,2022-02-22T15:46:40Z,,2025-04-23T10:25:22Z,1,7,0,7,27738.645,1155.7769,639,3,1,48
Anduin2017/HowToCook,331,增加了新菜和补充的烹饪tips,Liac-li,CLOSED,https://github.com/Anduin2017/HowToCook/pull/331,2022-02-22T14:06:08Z,,2025-04-23T10:25:22Z,1,1,0,1,27740.3206,1155.8467,724,1,1,49
Anduin2017/HowToCook,276,create 家常菜/蜜汁叉烧,rushsinging,CLOSED,https://github.com/Anduin2017/HowToCook/pull/276,2022-02-22T07:55:09Z,,2025-04-23T10:25:22Z,1,1,1,2,27746.5036,1156.1043,0,0,5,51
Anduin2017/HowToCook,268,水煮肉片,liujb,CLOSED,https://github.com/Anduin2017/HowToCook/pull/268,2022-02-22T07:31:17Z,,2025-04-23T10:25:22Z,0,0,0,0,27746.9014,1156.1209,21,5,3,48
Anduin2017/HowToCook,252,#3 中國八大菜系: 川菜、湘菜、粵菜、閩菜、蘇菜、浙菜、徽菜和魯菜,LinMingQiang,CLOSED,https://github.com/Anduin2017/HowToCook/pull/252,2022-02-22T06:18:57Z,,2025-04-23T10:25:22Z,8,16,0,16,27748.1069,1156.1711,0,5,1,45
Anduin2017/HowToCook,240,Update 西红柿炒鸡蛋.md,demongodYY,CLOSED,https://github.com/Anduin2017/HowToCook/pull/240,2022-02-22T04:39:08Z,,2025-04-23T10:25:22Z,1,2,2,4,27749.7706,1156.2404,26,1,2,43
Anduin2017/HowToCook,233,add 豆奶的做法,Josie26,CLOSED,https://github.com/Anduin2017/HowToCook/pull/233,2022-02-22T02:53:29Z,,2025-04-23T10:25:22Z,0,0,0,0,27751.5314,1156.3138,6,2,3,25
Anduin2017/HowToCook,214,Update package-lock.json,joshva0,CLOSED,https://github.com/Anduin2017/HowToCook/pull/214,2022-02-21T14:56:42Z,,2025-04-23T10:25:22Z,1,1,0,1,27763.4778,1156.8116,0,1,1,41
Anduin2017/HowToCook,212,Create 鲫鱼豆腐汤.md,Hawks-eat-nothing,CLOSED,https://github.com/Anduin2017/HowToCook/pull/212,2022-02-21T14:21:48Z,,2025-04-23T10:25:22Z,0,0,0,0,27764.0594,1156.8358,14,1,3,70
Anduin2017/HowToCook,191,Add: 不同烹饪方式的对比图,helloxiaoyong,CLOSED,https://github.com/Anduin2017/HowToCook/pull/191,2022-02-21T09:59:08Z,,2025-04-23T10:25:22Z,3,8,1,9,27768.4372,1157.0182,0,2,3,39
Anduin2017/HowToCook,140,Create 葱油肉沫炸酱,zshtom,CLOSED,https://github.com/Anduin2017/HowToCook/pull/140,2022-02-20T13:47:09Z,,2025-04-23T10:25:22Z,1,40,0,40,27788.6369,1157.8599,0,1,4,34
Anduin2017/HowToCook,1538,Create 巴基斯坦牛肉咖喱.md,Rico00121,MERGED,https://github.com/Anduin2017/HowToCook/pull/1538,2025-04-20T23:40:47Z,2025-04-21T05:40:57Z,2025-04-21T05:40:57Z,7,61,0,61,6.0028,0.2501,412,1,1,2
Anduin2017/HowToCook,1535,Update 食品安全.md 委托 Fix #1448，错误更新了 干煎阿根廷红虾 食谱 ,TheLittleStone-OvO,MERGED,https://github.com/Anduin2017/HowToCook/pull/1535,2025-04-20T09:46:40Z,2025-04-20T10:53:52Z,2025-04-20T10:53:52Z,2,8,8,16,1.12,0.0467,425,2,1,2
Anduin2017/HowToCook,1437,Update 回锅肉.md,HosisoraLing,MERGED,https://github.com/Anduin2017/HowToCook/pull/1437,2025-04-14T18:31:15Z,2025-04-19T05:00:26Z,2025-04-19T05:00:26Z,1,5,4,9,106.4864,4.4369,412,1,1,3
Anduin2017/HowToCook,1497,Create 手抓饼.md,chenfy840,MERGED,https://github.com/Anduin2017/HowToCook/pull/1497,2025-04-18T12:12:57Z,2025-04-18T16:14:00Z,2025-04-18T16:14:00Z,1,59,0,59,4.0175,0.1674,421,0,1,2
Anduin2017/HowToCook,1498,feat: 新增蒜香黄油虾菜谱,Moitr,MERGED,https://github.com/Anduin2017/HowToCook/pull/1498,2025-04-18T12:22:35Z,2025-04-18T13:55:23Z,2025-04-18T13:55:23Z,4,51,1,52,1.5467,0.0644,412,2,1,2
Anduin2017/HowToCook,1444,Create 牛排.md,NomotoK,MERGED,https://github.com/Anduin2017/HowToCook/pull/1444,2025-04-15T09:12:30Z,2025-04-17T09:39:05Z,2025-04-17T09:39:05Z,2,105,0,105,48.4431,2.0185,424,1,1,2
Anduin2017/HowToCook,1426,重构了指尖量水法的表述不清的句子,Kevin-O-Hsu,MERGED,https://github.com/Anduin2017/HowToCook/pull/1426,2025-03-26T04:48:14Z,2025-03-26T13:39:00Z,2025-03-26T13:39:00Z,1,2,2,4,8.8461,0.3686,522,2,1,3
Anduin2017/HowToCook,1446,Create 粉蒸肉.md,phyang-zero,MERGED,https://github.com/Anduin2017/HowToCook/pull/1446,2025-04-15T13:37:22Z,2025-04-16T05:27:35Z,2025-04-16T05:27:35Z,1,61,0,61,15.8369,0.6599,412,1,1,2
Anduin2017/HowToCook,1443,Create 蚂蚁上树.md,phyang-zero,MERGED,https://github.com/Anduin2017/HowToCook/pull/1443,2025-04-15T08:54:05Z,2025-04-15T12:38:21Z,2025-04-15T12:38:21Z,1,53,0,53,3.7378,0.1557,412,1,1,2
Anduin2017/HowToCook,1440,增加贵州辣子鸡,iam-xiaogang,MERGED,https://github.com/Anduin2017/HowToCook/pull/1440,2025-04-15T04:04:52Z,2025-04-15T06:28:25Z,2025-04-15T06:28:25Z,3,64,0,64,2.3925,0.0997,414,2,1,2
Anduin2017/HowToCook,1432,Update 食品安全.md ： 所有菌类长时间泡发均有中毒风险 Update,TheLittleStone-OvO,MERGED,https://github.com/Anduin2017/HowToCook/pull/1432,2025-04-13T00:58:42Z,2025-04-13T05:41:27Z,2025-04-13T05:41:27Z,1,1,1,2,4.7125,0.1964,412,0,1,2
Anduin2017/HowToCook,1190,创建评分系统,NotFlyLoongQaQ,CLOSED,https://github.com/Anduin2017/HowToCook/pull/1190,2023-01-06T13:08:20Z,,2025-03-20T15:53:22Z,1,117,0,117,19298.7506,804.1146,412,1,3,5
Anduin2017/HowToCook,1419,feat: 海边落日酒品提交,JCYTopWorld,MERGED,https://github.com/Anduin2017/HowToCook/pull/1419,2025-02-20T06:53:58Z,2025-02-22T10:34:24Z,2025-02-22T10:34:24Z,2,66,0,66,51.6739,2.1531,412,0,1,2
Anduin2017/HowToCook,1417,feat: 完美水煮蛋,deventw,MERGED,https://github.com/Anduin2017/HowToCook/pull/1417,2025-02-13T16:26:39Z,2025-02-14T04:42:51Z,2025-02-14T04:42:51Z,3,51,4,55,12.27,0.5112,414,1,1,2
Anduin2017/HowToCook,1409,Create 羊肉汤.md,zhangfangbiao,MERGED,https://github.com/Anduin2017/HowToCook/pull/1409,2025-01-21T09:11:49Z,2025-01-21T12:39:00Z,2025-01-21T12:39:00Z,2,49,0,49,3.4531,0.1439,412,1,1,2
Anduin2017/HowToCook,1404,Create 肉蛋盖饭,little106,MERGED,https://github.com/Anduin2017/HowToCook/pull/1404,2025-01-17T13:47:17Z,2025-01-18T12:05:45Z,2025-01-18T12:05:45Z,1,53,0,53,22.3078,0.9295,424,4,1,2
Anduin2017/HowToCook,1406,Create 甜辣烤全翅 .md,little106,MERGED,https://github.com/Anduin2017/HowToCook/pull/1406,2025-01-17T20:29:07Z,2025-01-18T12:05:15Z,2025-01-18T12:05:16Z,1,64,0,64,15.6022,0.6501,414,1,1,2
Anduin2017/HowToCook,1405,Create 红柚蛋糕 .md,little106,MERGED,https://github.com/Anduin2017/HowToCook/pull/1405,2025-01-17T20:07:55Z,2025-01-18T12:05:28Z,2025-01-18T12:05:28Z,1,51,0,51,15.9592,0.665,414,1,1,2
Anduin2017/HowToCook,1407,Create 腊八粥.md,Moemu,MERGED,https://github.com/Anduin2017/HowToCook/pull/1407,2025-01-18T09:44:29Z,2025-01-18T12:04:28Z,2025-01-18T12:04:28Z,2,81,0,81,2.3331,0.0972,412,1,1,2
Anduin2017/HowToCook,131,Add: 蒜黄(韭黄)炒鸡蛋,Erosion2020,CLOSED,https://github.com/Anduin2017/HowToCook/pull/131,2022-02-20T09:34:46Z,,2025-01-16T06:23:04Z,2,37,0,37,25460.805,1060.8669,0,1,3,5
Anduin2017/HowToCook,1394,Update 手工水饺.md 不建议盖盖子,Anduin2017,MERGED,https://github.com/Anduin2017/HowToCook/pull/1394,2024-12-02T07:33:35Z,2024-12-04T06:34:59Z,2024-12-04T06:34:59Z,1,2,2,4,47.0233,1.9593,412,1,1,2
Anduin2017/HowToCook,1391,提高 炒青菜 和 手工水饺,AsenHu,MERGED,https://github.com/Anduin2017/HowToCook/pull/1391,2024-11-12T13:59:04Z,2024-11-13T05:38:45Z,2024-11-13T05:38:45Z,2,5,5,10,15.6614,0.6526,449,3,1,2
Anduin2017/HowToCook,1389,Create 空气炸锅.md,yuanhang-zhou,MERGED,https://github.com/Anduin2017/HowToCook/pull/1389,2024-11-07T08:10:20Z,2024-11-08T08:56:30Z,2024-11-08T08:56:30Z,1,29,0,29,24.7694,1.0321,412,0,1,2
Anduin2017/HowToCook,1263,将「食品安全温度」替换为表格   同时将「冰粉」移至「甜品」一栏,B23oprt,CLOSED,https://github.com/Anduin2017/HowToCook/pull/1263,2023-08-05T09:31:54Z,,2024-10-06T11:26:10Z,6,2,20,22,10273.9044,428.0794,412,1,2,3
Anduin2017/HowToCook,1384,添加韭菜盒子,AndyOctopus,MERGED,https://github.com/Anduin2017/HowToCook/pull/1384,2024-09-28T13:22:26Z,2024-10-06T11:19:29Z,2024-10-06T11:19:29Z,2,43,0,43,189.9508,7.9146,412,1,1,3
pytorch/pytorch,178310,[ROCm] - Reduce generated CK kernel files and build by default,alugorey,CLOSED,https://github.com/pytorch/pytorch/pull/178310,2026-03-24T18:46:08Z,,2026-04-30T20:08:33Z,5,270,127,397,889.3736,37.0572,259,30,7,10
pytorch/pytorch,180907,[shard prop] tag more ops,pianpwk,CLOSED,https://github.com/pytorch/pytorch/pull/180907,2026-04-20T20:34:54Z,,2026-04-30T20:06:42Z,8,242,17,259,239.53,9.9804,185,15,2,4
pytorch/pytorch,179828,Use PLATFORM_SUPPORTS_BF16 in sparse matmul BF16 gating,Bortlesboat,CLOSED,https://github.com/pytorch/pytorch/pull/179828,2026-04-09T15:29:07Z,,2026-04-30T20:01:00Z,1,2,2,4,508.5314,21.1888,787,4,2,5
pytorch/pytorch,173853,[pyrefly] Add type coverage for torch/_dynamo core modules (2/4),NikhilAPatel,CLOSED,https://github.com/pytorch/pytorch/pull/173853,2026-01-29T22:17:23Z,,2026-04-30T19:58:51Z,2,8,8,16,2181.6911,90.9038,562,3,2,3
pytorch/pytorch,182035,Add @unittest.skipUnless(torch.backends.mps.is_available() for UT's in test/inductor/test_mps_basic.py,CSkmd,CLOSED,https://github.com/pytorch/pytorch/pull/182035,2026-04-30T15:20:42Z,,2026-04-30T19:21:27Z,1,3,0,3,4.0125,0.1672,985,9,1,4
pytorch/pytorch,180697,[dynamo] follow up source attribution review comments,bobrenjc93,CLOSED,https://github.com/pytorch/pytorch/pull/180697,2026-04-17T18:15:03Z,,2026-04-30T18:06:35Z,5,514,248,762,311.8589,12.9941,1558,33,5,3
pytorch/pytorch,181871,[Dependabot] Update(deps): Bump transformers from 5.6.1 to 5.7.0 in /.ci/docker/ci_commit_pins,dependabot,MERGED,https://github.com/pytorch/pytorch/pull/181871,2026-04-29T14:12:22Z,2026-04-30T18:07:05Z,2026-04-30T18:07:06Z,1,1,1,2,27.9119,1.163,9701,3,2,2
pytorch/pytorch,181809,[invoke_subgraph] Add  _recursive_record_user_visible_output_idxs,yushangdi,CLOSED,https://github.com/pytorch/pytorch/pull/181809,2026-04-29T00:43:13Z,,2026-04-30T18:02:59Z,2,68,0,68,41.3294,1.7221,3379,18,1,3
pytorch/pytorch,181808,[invoke_subgraph] Pair fw and bw HOPs by per-call call_id in run_joint_graph_passes_on_hops,yushangdi,CLOSED,https://github.com/pytorch/pytorch/pull/181808,2026-04-29T00:43:08Z,,2026-04-30T18:02:58Z,7,390,21,411,41.3306,1.7221,10590,5,4,3
pytorch/pytorch,181799,[OSDC]Migrate slow.yml jobs to OSDC (ARC) via dial-up pattern,yangw-dev,CLOSED,https://github.com/pytorch/pytorch/pull/181799,2026-04-28T22:54:08Z,,2026-04-30T17:57:19Z,1,24,0,24,43.0531,1.7939,210,12,1,3
pytorch/pytorch,181933,Fix typo in aot_autograd graph capture comment,frgossen,CLOSED,https://github.com/pytorch/pytorch/pull/181933,2026-04-29T22:07:08Z,,2026-04-30T17:52:25Z,1,1,1,2,19.7547,0.8231,238,4,1,3
pytorch/pytorch,181940,[dynamo] warn instead of error on fullgraph=True fallback to eager,williamwen42,MERGED,https://github.com/pytorch/pytorch/pull/181940,2026-04-29T22:50:10Z,2026-04-30T17:50:48Z,2026-04-30T17:50:48Z,3,8,7,15,19.0106,0.7921,873,2,3,4
pytorch/pytorch,177012,Accelerate SDPA on Arm CPUs: Update OpenBLAS to v0.3.33,fadara01,CLOSED,https://github.com/pytorch/pytorch/pull/177012,2026-03-10T08:26:39Z,,2026-04-30T17:38:39Z,1,1,1,2,1233.2,51.3833,1614,9,4,6
pytorch/pytorch,181599,Use container: directive for linux binary build/test workflows,atalman,CLOSED,https://github.com/pytorch/pytorch/pull/181599,2026-04-27T14:59:45Z,,2026-04-30T12:48:15Z,9,637,452,1089,69.8083,2.9087,1418,4,1,3
pytorch/pytorch,181930,[inductor] Skip non-tensor IR nodes in _CollectiveKernel.create_inplace,angelayi,CLOSED,https://github.com/pytorch/pytorch/pull/181930,2026-04-29T21:53:04Z,,2026-04-30T17:29:24Z,2,27,2,29,19.6056,0.8169,721,7,1,3
pytorch/pytorch,181898,bugfix: unwinder logic conflates load_bias and start addr,lakshayg,CLOSED,https://github.com/pytorch/pytorch/pull/181898,2026-04-29T18:46:14Z,,2026-04-30T17:21:13Z,1,22,13,35,22.5831,0.941,1654,4,3,5
pytorch/pytorch,181616,[Inductor] Mock n_regs/n_spills to deflake epilogue fusion static analysis test,NikhilAPatel,CLOSED,https://github.com/pytorch/pytorch/pull/181616,2026-04-27T17:45:24Z,,2026-04-30T17:00:37Z,1,2,0,2,71.2536,2.9689,1242,7,1,3
pytorch/pytorch,173785,Fix linalg pinv,parsshar-RH,CLOSED,https://github.com/pytorch/pytorch/pull/173785,2026-01-29T11:19:51Z,,2026-04-30T17:00:47Z,4,60,0,60,2189.6822,91.2368,418,4,5,4
pytorch/pytorch,181752,[Inductor] Guard same_meta against non-Tensor meta values (#181752),nandesuka,CLOSED,https://github.com/pytorch/pytorch/pull/181752,2026-04-28T16:50:47Z,,2026-04-30T16:58:50Z,2,22,0,22,48.1342,2.0056,1161,6,2,4
pytorch/pytorch,181782,[autograd] Convert shared_ptr<Node> to intrusive_ptr<Node> (v2) (#181782),colesbury,CLOSED,https://github.com/pytorch/pytorch/pull/181782,2026-04-28T19:54:00Z,,2026-04-30T16:26:39Z,55,302,230,532,44.5442,1.856,556,36,1,4
pytorch/pytorch,181792,[DTensor] Fix DTensorSpec refcount leak in OpSchema._recompute_comparison_key,weifengpy,CLOSED,https://github.com/pytorch/pytorch/pull/181792,2026-04-28T21:18:49Z,,2026-04-30T16:27:59Z,2,25,7,32,43.1528,1.798,854,11,4,3
pytorch/pytorch,181855,[MPS] is_causal for decode kernels,Isalia20,CLOSED,https://github.com/pytorch/pytorch/pull/181855,2026-04-29T09:37:28Z,,2026-04-30T16:24:22Z,3,164,145,309,30.7817,1.2826,36,3,1,4
pytorch/pytorch,181843,[Bugfix]: handle accelerator device_index in Dynamo,izhuhaoran,CLOSED,https://github.com/pytorch/pytorch/pull/181843,2026-04-29T06:08:22Z,,2026-04-30T16:22:16Z,4,103,0,103,34.2317,1.4263,462,9,1,4
pytorch/pytorch,181931,"Fix ""fist"" -> ""first"" typo in comments",frgossen,CLOSED,https://github.com/pytorch/pytorch/pull/181931,2026-04-29T22:00:30Z,,2026-04-30T16:11:00Z,2,3,3,6,18.175,0.7573,274,3,1,3
pytorch/pytorch,181932,Fix typo in constant_folding.py comment,frgossen,CLOSED,https://github.com/pytorch/pytorch/pull/181932,2026-04-29T22:03:34Z,,2026-04-30T16:10:29Z,1,1,1,2,18.1153,0.7548,224,3,1,3
pytorch/pytorch,181934,Fix duplicate-word typos and a misspelling in comments and docs,frgossen,CLOSED,https://github.com/pytorch/pytorch/pull/181934,2026-04-29T22:10:23Z,,2026-04-30T16:04:19Z,4,4,4,8,17.8989,0.7458,544,4,1,3
pytorch/pytorch,171662,Add configurable threshold to avoid power-of-two rounding for large pinned memory allocations,crcrpar,CLOSED,https://github.com/pytorch/pytorch/pull/171662,2026-01-04T03:52:22Z,,2026-04-30T16:02:49Z,9,251,19,270,2796.1742,116.5073,4083,7,6,8
pytorch/pytorch,172588,Fix: Handle Hypothesis version parsing errors,frangelb,CLOSED,https://github.com/pytorch/pytorch/pull/172588,2026-01-15T22:14:32Z,,2026-04-30T16:02:04Z,1,4,4,8,2513.7922,104.7413,871,5,3,4
pytorch/pytorch,181937,[offloading] Mark nodes for backward in remat pass,mlazos,CLOSED,https://github.com/pytorch/pytorch/pull/181937,2026-04-29T22:25:04Z,,2026-04-30T15:56:10Z,1,1,0,1,17.5183,0.7299,104,5,1,3
pytorch/pytorch,181795,Fix dynamic shape tile issue (#181793),eellison,MERGED,https://github.com/pytorch/pytorch/pull/181795,2026-04-28T21:52:29Z,2026-04-30T15:55:07Z,2026-04-30T15:55:07Z,2,48,1,49,42.0439,1.7518,1086,4,2,4
pytorch/pytorch,181928,[dynamo] Pass source through WorldMetaClassVariable.var_getattr,angelayi,CLOSED,https://github.com/pytorch/pytorch/pull/181928,2026-04-29T21:51:07Z,,2026-04-30T15:47:06Z,2,30,4,34,17.9331,0.7472,193,10,1,3
pytorch/pytorch,179047,[dynamo] Fix FakeScriptObject leaking into TYPE_MATCH guards,angelayi,CLOSED,https://github.com/pytorch/pytorch/pull/179047,2026-04-01T20:01:37Z,,2026-04-30T15:39:14Z,5,152,2,154,691.6269,28.8178,1206,8,3,4
pytorch/pytorch,181747,Fix the torchcomms backed device mesh tests,kapilsh,CLOSED,https://github.com/pytorch/pytorch/pull/181747,2026-04-28T15:34:06Z,,2026-04-30T15:19:54Z,2,49,7,56,47.7633,1.9901,855,3,1,3
pytorch/pytorch,180373,[dynamo] Support warn_only deterministic toggles,bobrenjc93,CLOSED,https://github.com/pytorch/pytorch/pull/180373,2026-04-14T20:06:51Z,,2026-04-30T14:30:24Z,2,101,15,116,378.3925,15.7664,956,12,2,4
pytorch/pytorch,181385,"[Native DSL] Split overrides into (cond, impl) callables",slayton58,CLOSED,https://github.com/pytorch/pytorch/pull/181385,2026-04-24T15:37:48Z,,2026-04-30T12:11:18Z,8,709,132,841,140.5583,5.8566,1639,14,1,3
